train_loss,train_acc,train_f1,valid_loss,valid_acc,valid_f1
0.6526396920283636,0.9030009905497233,0.0,0.6396627426147461,0.902929941813151,0.0
0.625944142540296,0.9030009905497233,0.0,0.6065154274304708,0.902929941813151,0.0
0.5772800246874491,0.9030009905497233,0.0,0.5287404457728068,0.902929941813151,0.0
0.4603378102183342,0.9030009905497233,0.0,0.4138247271378835,0.902929941813151,0.0
0.3812960311770439,0.9030009905497233,0.0,0.349885215361913,0.902929941813151,0.0
0.3207010825475057,0.9030009905497233,0.0,0.28970346848169964,0.902929941813151,0.0
0.26687868932882947,0.9030009905497233,0.0,0.24568750460942587,0.902929941813151,0.0
0.23671181996663412,0.9030009905497233,0.0,0.22926101088523865,0.902929941813151,0.0
0.22379781926671663,0.9030009905497233,0.0,0.21670742332935333,0.902929941813151,0.0
0.2114477107922236,0.9030009905497233,0.0,0.20473837852478027,0.902929941813151,0.0
0.19917539258797964,0.9030009905497233,0.0,0.19171287616093954,0.902929941813151,0.0
0.1866026110947132,0.9030009905497233,0.0,0.18040441473325095,0.902929941813151,0.0
0.17830771580338478,0.9030009905497233,0.0,0.17337446411450705,0.902929941813151,0.0
0.1720415378610293,0.9030009905497233,0.0,0.16691124439239502,0.902929941813151,0.0
0.16497406736016273,0.9035194714864095,0.01971972408743265,0.1598995973666509,0.9077790578206381,0.14078634480635324
0.1585328665872415,0.9150780042012533,0.32060302048921585,0.1538333793481191,0.9274349212646484,0.539881189664205
0.15369377533594766,0.9271686871846517,0.5512982706228892,0.14957698186238608,0.9322967529296875,0.6228741010030111
0.1502799093723297,0.9307939211527506,0.6075361718734106,0.14619949460029602,0.9340413411458334,0.6383731166521708
0.14654053250948587,0.9334341684977213,0.630752424399058,0.14279787242412567,0.9367879231770834,0.6544247269630432
0.14321216319998106,0.9352930386861166,0.6465290039777756,0.13973172505696616,0.9376405080159506,0.6728031436602274
0.1410041997830073,0.9358609517415365,0.654804547627767,0.13763747115929922,0.9381987253824869,0.6736515959103903
0.13926958665251732,0.9365251859029134,0.6557203531265259,0.136551504333814,0.9382006327311198,0.6857719620068868
0.1381943834324678,0.9367502530415853,0.6562848041454951,0.13542362054189047,0.9388415018717448,0.6798710425694784
0.13711776584386826,0.9373300870259603,0.657876044511795,0.1344788670539856,0.9391428629557291,0.6892370382944742
0.1363819638888041,0.9375101725260416,0.6601693431536356,0.13321797053019205,0.9400463104248047,0.6802298426628113
0.13534669081370035,0.9382270177205404,0.6623545934756597,0.13244191308816275,0.9405034383138021,0.6875918904940287
0.1347752877821525,0.9384296735127767,0.6639410456021627,0.13201588888963064,0.9406814575195312,0.6875885327657064
0.1342545635998249,0.9387407302856445,0.6644914448261261,0.1317181537548701,0.9409109751383463,0.6930384238560995
0.13383615389466286,0.9389603932698568,0.6662092457214991,0.1311605672041575,0.941253662109375,0.6927583416302999
0.13331485788027445,0.9392800331115723,0.6680622945229212,0.13055292268594107,0.9416586558024088,0.6928187410036722
0.13279623041550317,0.9396092096964518,0.669695183634758,0.13009748856226602,0.9419562021891276,0.6940152446428934
0.13239395494262376,0.939825693766276,0.6707143634557724,0.12980919082959494,0.9421532948811849,0.69606614112854
0.13205932639539242,0.9400478998819987,0.6718097180128098,0.12956382830937704,0.9423122406005859,0.6981603701909384
0.13174856392045817,0.9402391115824381,0.6730170547962189,0.1292099505662918,0.9425182342529297,0.6987324754397074
0.13140209950506687,0.940455436706543,0.6742986788352331,0.1288215716679891,0.9427909851074219,0.6990732153256735
0.13106083186964193,0.9406876564025879,0.6755319982767105,0.12853103379408518,0.9429162343343099,0.6995599667231241
0.13077404722571373,0.9408872922261556,0.6764670511086782,0.12832167744636536,0.9430465698242188,0.7010327378908793
0.13052885606884956,0.9410390853881836,0.6772842655579249,0.12810823321342468,0.9431730906168619,0.7021700739860535
0.13028272862235704,0.9411819775899252,0.6781355639298757,0.12784683207670847,0.9433174133300781,0.7026550571123759
0.13001803184549013,0.9413634936014811,0.6791561990976334,0.12757321198781332,0.9435043334960938,0.7031429807345072
0.1297523658722639,0.9415319760640463,0.6800191750129064,0.12734953810771307,0.9436791737874349,0.7042007644971212
0.12952019274234772,0.9416931470235189,0.6808482855558395,0.12716457744439444,0.9438031514485677,0.7053192655245463
0.12930676465233168,0.941832701365153,0.6815887689590454,0.12698021282752356,0.9439462025960287,0.7064806222915649
0.1290929683794578,0.9419657389322916,0.6823729574680328,0.12676261613766351,0.9440619150797526,0.7070909341176351
0.12886658807595572,0.942109743754069,0.6831767012675604,0.12653850515683493,0.9442234039306641,0.7079761425654093
0.12863939503828684,0.942259947458903,0.683995525042216,0.12634099026521048,0.944342295328776,0.7089718381563822
0.12842849269509315,0.9423929850260416,0.684718723098437,0.12616630891958872,0.9444471995035807,0.7099592288335165
0.12821786602338156,0.9425118764241537,0.6854087859392166,0.12598245839277902,0.9445711771647135,0.7110244234402975
0.1280077944199244,0.9426509539286295,0.6862511783838272,0.12578314046065012,0.9446703592936198,0.7118043899536133
0.12779038585722446,0.9427752494812012,0.6869385689496994,0.12558328857024512,0.9447841644287109,0.7126901944478353
0.12757373228669167,0.9429155985514323,0.6877134641011556,0.1253895858923594,0.9448922475179037,0.7135696808497111
0.12736976395050684,0.9430538813273112,0.6885042538245519,0.12523078670104346,0.9449583689371744,0.7143977880477905
0.1271754844735066,0.9431729316711426,0.6891856143871943,0.12506968528032303,0.9450670878092448,0.7154213190078735
0.12698185071349144,0.9432838757832845,0.6898167580366135,0.1248910849293073,0.9451764424641927,0.7163116733233134
0.1267829705029726,0.9434007008870443,0.6905327339967092,0.12471723804871242,0.9452610015869141,0.7171302239100138
0.1265834973504146,0.9435197512308756,0.6912224690119425,0.12455989172061284,0.9453372955322266,0.7179369529088339
0.12638795003294945,0.9436443646748861,0.6919340540965399,0.12440376728773117,0.9454250335693359,0.7188238898913065
0.1261926175405582,0.943767229715983,0.6926569094260534,0.12422614296277364,0.9455153147379557,0.7195700605710348
0.1259875943263372,0.9438910484313965,0.693418155113856,0.12403121590614319,0.9456284840901693,0.7203115820884705
0.1257768701761961,0.9440097808837891,0.6941052923599879,0.12384320050477982,0.9457365671793619,0.7209786971410116
0.12557062755028406,0.9441347122192383,0.6948480357726415,0.12368742376565933,0.9458090464274088,0.7217363913853964
0.1253746710717678,0.9442351659138998,0.6954315404097239,0.12353977809349696,0.9458700815836588,0.7224116325378418
0.1251831017434597,0.9443523089090983,0.6961039106051127,0.12339321275552113,0.9459368387858073,0.7230405410130819
0.12498742279907067,0.9444553057352701,0.6967409153779348,0.12322410692771275,0.9460360209147135,0.7236955563227335
0.12478269139925639,0.9445765813191732,0.6974984804789225,0.12303489446640015,0.9461352030436198,0.7242127656936646
