train_loss,train_acc,train_f1,valid_loss,valid_acc,valid_f1
0.6415641705195109,0.9030009905497233,0.0,0.6266557574272156,0.902929941813151,0.0
0.5984425445397695,0.9030009905497233,0.0,0.5453834931055704,0.902929941813151,0.0
0.457692414522171,0.9030009905497233,0.0,0.4006129503250122,0.902929941813151,0.0
0.3556969588001569,0.9030009905497233,0.0,0.31538673241933185,0.902929941813151,0.0
0.2822841132680575,0.9030009905497233,0.0,0.24606716632843018,0.902929941813151,0.0
0.2291205438474814,0.9030009905497233,0.0,0.21748132507006326,0.902929941813151,0.0
0.21072571724653244,0.9030009905497233,0.0,0.20209573209285736,0.902929941813151,0.0
0.19420455396175385,0.9030009905497233,0.0,0.18410001198450723,0.9029560089111328,0.0005868613394947412
0.1783657856285572,0.905412515004476,0.10688544169109566,0.1727196971575419,0.9123592376708984,0.32720309495925903
0.16879909858107567,0.9148654937744141,0.40826966365178424,0.16356873512268066,0.9227714538574219,0.5421182711919149
0.16070633754134178,0.9213401476542155,0.5364382714033127,0.15381506085395813,0.9272969563802084,0.6166139841079712
0.1513687347372373,0.9271817207336426,0.6029289464155833,0.14485145111878714,0.9329522450764974,0.614560047785441
0.14349566400051117,0.9333901405334473,0.6389545202255249,0.1388961523771286,0.9381885528564453,0.6180018782615662
0.13755759224295616,0.9373292922973633,0.6574594626824061,0.1331242968638738,0.9401626586914062,0.685520609219869
0.13579685737689337,0.9380370775858561,0.6677243560552597,0.1313343048095703,0.9413973490397135,0.6843355894088745
0.13418464735150337,0.9387353261311849,0.6712219019730886,0.13208894928296408,0.9411265055338541,0.6747405926386515
0.1338134172062079,0.9390536944071451,0.6689054022232691,0.13005892435709634,0.9419733683268229,0.6736971139907837
0.13257888766626516,0.9396254221598307,0.673542708158493,0.1312172164519628,0.9413814544677734,0.6779617468516032
0.1328800767660141,0.9394133885701498,0.6727444976568222,0.12943308055400848,0.9425818125406901,0.6702752312024435
0.13115868841608366,0.9405361811319987,0.6747138798236847,0.12879250446955362,0.942846934000651,0.6752241452534994
0.13051486015319824,0.9409643809000651,0.6790948609511057,0.12730334202448526,0.9436511993408203,0.6907157103220621
0.12996875680983067,0.9413191477457682,0.6809946695963541,0.1277715414762497,0.9437077840169271,0.680272122224172
0.12940485340853533,0.9417757987976074,0.682273268699646,0.12668755650520325,0.9442036946614584,0.6869116028149923
0.12902320610980192,0.9419474601745605,0.683701346317927,0.12690654893716177,0.9442774454752604,0.6817264556884766
0.12853707435230413,0.9423295656840006,0.685065229733785,0.1257999042669932,0.9447994232177734,0.689399798711141
0.12814021358887354,0.9425411224365234,0.6863501767317454,0.12617329756418863,0.9448146820068359,0.6835906108220419
0.12773764692246914,0.9428728421529134,0.6878419866164526,0.12490710119406383,0.945458730061849,0.6931170423825582
0.12729481793940067,0.9431118965148926,0.6890990982453028,0.12550304333368936,0.9453239440917969,0.6848221818606058
0.12698914172748724,0.9433511098225912,0.690345898270607,0.12399985641241074,0.9460703531901041,0.6974887649218241
0.12643716173867384,0.9436729749043783,0.6919116874535879,0.1248663142323494,0.9457448323567709,0.6861881017684937
0.12636088455716768,0.9437309900919596,0.6924571792284647,0.12313887476921082,0.946600596110026,0.7008532683054606
0.12554202415049076,0.9441963831583658,0.6945270001888275,0.12411010016997655,0.9462801615397135,0.6896702647209167
0.12583908749123415,0.9440485636393229,0.6944809705018997,0.12245005369186401,0.9470570882161459,0.7023140589396158
0.12463692078987758,0.9447431564331055,0.6971123566230139,0.12310844908157985,0.9468816121419271,0.6954460740089417
0.12527947251995405,0.9443591435750326,0.6966520746548971,0.12216205894947052,0.9473807017008463,0.700190802415212
0.12378155626356602,0.9452595710754395,0.699653203288714,0.12200779467821121,0.9475523630777994,0.7025962273279825
0.12447020597755909,0.9447970390319824,0.6993396232525507,0.12234703203042348,0.9473794301350912,0.6940637826919556
0.12298374498883884,0.9457370440165201,0.7022082954645157,0.1207763950030009,0.9481722513834635,0.7104824185371399
0.12362016985813777,0.9452687899271647,0.7019271204868952,0.12303643673658371,0.9470717112223307,0.6858540177345276
0.12238511132697265,0.9461285273234049,0.7046003639698029,0.11958759774764378,0.9486592610677084,0.7189969023068746
0.12257367745041847,0.945803165435791,0.7045765767494837,0.12270630151033401,0.9471855163574219,0.6854135394096375
0.12205527101953824,0.9463047981262207,0.706538200378418,0.11877461274464925,0.9489625295003256,0.725668728351593
0.12141164640585582,0.9464998245239258,0.7082472244898478,0.12132373700539271,0.9479395548502604,0.6944563786188761
0.12160596748193105,0.9465134938557943,0.7088026901086172,0.11818247785170873,0.9493249257405599,0.7263259092966715
0.12039706483483315,0.9470701217651367,0.7111657609542211,0.12031177928050359,0.9484335581461588,0.7006007432937622
0.1209411205103,0.9468401273091634,0.7114417453606924,0.11784227689107259,0.9496059417724609,0.7220324277877808
0.11940288978318374,0.9476528167724609,0.7140021622180939,0.11915778120358785,0.9489828745524088,0.7081113457679749
0.12034088931977749,0.9471087455749512,0.7137167006731033,0.11809803048769633,0.9494819641113281,0.7141558329264323
0.11860867775976658,0.9481536547342936,0.7166436910629272,0.11817829807599385,0.9494603474934896,0.7152072985967001
0.11969003081321716,0.9473985036214193,0.7156141549348831,0.11909154554208119,0.9490006764729818,0.7035693923632304
